1.1906874179840088,1
1.1078240871429443,1
1.1014902591705322,1
1.202497959136963,1
1.1189208030700684,1
1.089020013809204,1
1.160573959350586,1
1.0820680856704712,1
1.1146259307861328,1
1.1055421829223633,1
1.0818250179290771,1
1.0711590051651,1
1.047810673713684,1
1.134458303451538,1
1.079221248626709,1
1.1196554899215698,1
1.0547895431518555,1
1.1629467010498047,1
1.0932605266571045,1
1.0362712144851685,1
1.1327621936798096,1
1.0612410306930542,1
1.0925631523132324,1
1.0525161027908325,1
1.1763474941253662,1
1.1360080242156982,1
1.030206561088562,1
1.048311710357666,1
1.185884952545166,1
1.1071150302886963,1
1.0202580690383911,1
1.1808704137802124,1
1.04613196849823,1
1.089970588684082,1
1.0017399787902832,1
1.1418445110321045,1
1.1002904176712036,1
1.13990318775177,1
1.1338838338851929,1
1.026900291442871,1
1.0597630739212036,1
1.1086335182189941,1
1.014108657836914,1
1.0303895473480225,1
1.2453782558441162,1
1.0322505235671997,1
1.0060064792633057,1
1.086967945098877,1
1.0674898624420166,1
1.1047585010528564,1
1.0061595439910889,1
1.1376426219940186,1
0.9897745847702026,1
1.0172041654586792,1
1.135837197303772,1
1.0302983522415161,1
1.0060793161392212,1
1.123457431793213,1
1.0783274173736572,1
1.0331225395202637,1
1.0098392963409424,1
1.0748364925384521,1
1.0764679908752441,1
1.0670223236083984,1
1.0136545896530151,1
1.0049431324005127,1
1.048546314239502,1
1.0280935764312744,1
1.0491418838500977,1
